Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure,Month_Joined,Living_With,Is_Parent,Family_Size,Generation,Total_Accepted_Campaigns,AcceptedAnyCmp,Engagement_Rate,Total_Purchases,Total_Spending,Spend_per_Purchase,Recency_Score,Frequency_Score,Monetary_Score,Avg_RFM,RFM_Segment
Doctorate Degree,Single,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,34,291,9,Alone,0,0,Millennials,0,0,0.0,6,71,11.833333333333334,3,1,2,2.0,Promising
Associate's Degree,Single,41473.0,1,0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,38,375,6,With_Kids,1,1,Millennials,0,0,0.0,6,76,12.666666666666666,1,1,2,1.3333333333333333,Lost
Doctorate Degree,Married,63246.0,0,2,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,56,313,8,Alone,1,3,Generation_X,0,0,0.0,22,772,35.09090909090909,2,5,4,3.6666666666666665,Can't Lose
Doctorate Degree,Married,36732.0,1,1,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,0,64,182,12,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,9,47,5.222222222222222,2,2,1,1.6666666666666667,At Risk
Doctorate Degree,Married,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,53,222,11,With_Kids,1,2,Generation_X,0,0,0.0,25,1586,63.44,3,5,5,4.333333333333333,Champions
Doctorate Degree,Married,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,56,492,2,With_Teens,1,2,Generation_X,2,1,33.33333333333333,34,1529,44.970588235294116,1,5,5,3.6666666666666665,Can't Lose
Doctorate Degree,Single,37929.0,0,0,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,1,38,334,7,Alone,0,0,Millennials,3,1,50.0,13,265,20.384615384615383,3,3,3,3.0,Champions
Bachelor's Degree,Together,86610.0,0,0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,72,297,9,Alone,0,1,Baby_Boomers,0,0,0.0,18,1603,89.05555555555556,2,4,5,3.6666666666666665,Can't Lose
Master's Degree,Married,80141.0,0,0,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,1,37,534,1,Alone,0,1,Millennials,2,1,33.33333333333333,22,2091,95.04545454545455,4,5,5,4.666666666666667,Champions
Associate's Degree,Married,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,68,391,6,Alone,0,1,Baby_Boomers,1,1,16.666666666666664,21,981,46.714285714285715,3,4,4,3.6666666666666665,Champions
Bachelor's Degree,Married,69016.0,0,1,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,53,584,11,With_Teens,1,2,Generation_X,0,0,0.0,34,1533,45.088235294117645,2,5,5,4.0,Can't Lose
Associate's Degree,Together,20193.0,0,0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,32,578,11,Alone,0,1,Millennials,0,0,0.0,7,82,11.714285714285714,5,2,2,3.0,New
Bachelor's Degree,Married,27573.0,1,0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,0,48,461,3,With_Kids,1,2,Generation_X,0,0,0.0,14,244,17.428571428571427,3,3,3,3.0,Champions
High School,Single,15862.0,1,0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,44,367,6,With_Kids,1,1,Generation_X,0,0,0.0,5,36,7.2,4,1,1,2.0,New
Doctorate Degree,Married,49544.0,1,0,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0,47,502,2,With_Kids,1,2,Generation_X,0,0,0.0,16,404,25.25,5,3,3,3.6666666666666665,Champions
Bachelor's Degree,Married,33228.0,1,0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,43,157,1,With_Kids,1,2,Generation_X,0,0,0.0,6,71,11.833333333333334,4,1,2,2.3333333333333335,New
Bachelor's Degree,Together,70440.0,0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,45,264,10,Alone,0,1,Generation_X,1,1,16.666666666666664,23,1572,68.34782608695652,3,5,5,4.333333333333333,Champions
Bachelor's Degree,Together,38232.0,1,1,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,52,163,1,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,11,122,11.090909090909092,1,2,2,1.6666666666666667,At Risk
Doctorate Degree,Married,22554.0,1,1,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,68,603,11,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,10,41,4.1,4,2,1,2.3333333333333335,New
Doctorate Degree,Married,23536.0,1,0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,40,25,6,With_Kids,1,2,Millennials,0,0,0.0,4,10,2.5,3,1,1,1.6666666666666667,Promising
Bachelor's Degree,Married,49413.0,0,1,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,71,247,10,With_Teens,1,2,Baby_Boomers,0,0,0.0,13,304,23.384615384615383,1,3,3,2.3333333333333335,Can't Lose
Bachelor's Degree,Married,42231.0,1,1,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0,54,96,3,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,5,37,7.4,1,1,1,1.0,Lost
Master's Degree,Divorced,78789.0,0,0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1,43,690,8,Alone,0,0,Generation_X,1,1,16.666666666666664,16,1754,109.625,5,3,5,4.333333333333333,Champions
Bachelor's Degree,Together,56534.0,0,1,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,55,341,7,With_Teens,1,2,Generation_X,3,1,50.0,25,815,32.6,4,5,4,4.333333333333333,Champions
Bachelor's Degree,Single,58350.0,0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,52,541,1,With_Teens,1,1,Generation_X,0,0,0.0,27,1001,37.074074074074076,5,5,4,4.666666666666667,Champions
Bachelor's Degree,Single,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,34,345,7,Alone,0,0,Millennials,0,0,0.0,22,1157,52.59090909090909,2,5,4,3.6666666666666665,Can't Lose
Bachelor's Degree,Single,49090.0,0,1,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,72,345,7,With_Teens,1,1,Baby_Boomers,0,0,0.0,21,688,32.76190476190476,3,4,4,3.6666666666666665,Champions
Master's Degree,Divorced,61787.0,0,0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,36,358,7,Alone,0,0,Millennials,0,0,0.0,19,1319,69.42105263157895,2,4,5,3.6666666666666665,Can't Lose
Doctorate Degree,Married,18169.0,1,0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,38,495,2,With_Kids,1,2,Millennials,0,0,0.0,4,21,5.25,3,1,1,1.6666666666666667,Promising
Associate's Degree,Single,24336.0,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,42,671,8,With_Kids,1,1,Generation_X,0,0,0.0,4,31,7.75,1,1,1,1.0,Lost
Bachelor's Degree,Married,18222.0,0,0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,33,545,12,Alone,0,1,Millennials,0,0,0.0,6,67,11.166666666666666,2,1,2,1.6666666666666667,Lost
Bachelor's Degree,Divorced,62335.0,0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,71,402,5,With_Teens,1,1,Baby_Boomers,0,0,0.0,21,708,33.714285714285715,1,4,4,3.0,Can't Lose
Associate's Degree,Together,42033.0,1,1,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,52,648,9,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,4,25,6.25,1,1,1,1.0,Lost
Doctorate Degree,Married,86580.0,0,0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,40,487,2,Alone,0,1,Millennials,1,1,16.666666666666664,11,746,67.81818181818181,2,2,4,2.6666666666666665,At Risk
Doctorate Degree,Divorced,41437.0,1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,66,645,9,With_Kids_and_Teens,1,2,Baby_Boomers,0,0,0.0,5,32,6.4,5,1,1,2.3333333333333335,New
Master's Degree,Widow,73705.0,0,2,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,72,116,3,Alone,1,2,Baby_Boomers,0,0,0.0,25,1695,67.8,1,5,5,3.6666666666666665,Can't Lose
Bachelor's Degree,Married,61064.0,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,47,667,8,With_Teens,1,2,Generation_X,0,0,0.0,28,1080,38.57142857142857,1,5,4,3.3333333333333335,Can't Lose
Master's Degree,Married,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,68,91,3,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,9,72,8.0,2,2,2,2.0,At Risk
Bachelor's Degree,Single,18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,34,221,11,With_Kids,1,1,Millennials,0,0,0.0,10,57,5.7,3,2,2,2.3333333333333335,Promising
Doctorate Degree,Together,55012.0,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,50,100,3,With_Teens,1,2,Generation_X,0,0,0.0,25,660,26.4,1,5,4,3.3333333333333335,Can't Lose
High School,Together,9722.0,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,50,635,10,With_Kids,1,2,Generation_X,1,1,16.666666666666664,11,103,9.363636363636363,5,2,2,3.0,New
Doctorate Degree,Married,38175.0,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,39,279,9,With_Kids,1,2,Millennials,0,0,0.0,11,153,13.909090909090908,5,2,2,3.0,New
Master's Degree,Together,58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,67,647,9,With_Teens,1,2,Baby_Boomers,1,1,16.666666666666664,32,1220,38.125,4,5,5,4.666666666666667,Champions
Bachelor's Degree,Together,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,58,682,8,With_Teens,1,2,Baby_Boomers,0,0,0.0,13,279,21.46153846153846,3,3,3,3.0,Champions
Bachelor's Degree,Married,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,45,178,1,With_Kids,1,2,Generation_X,0,0,0.0,20,745,37.25,1,4,4,3.0,Can't Lose
Doctorate Degree,Married,54222.0,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,50,120,3,With_Teens,1,2,Generation_X,0,0,0.0,12,264,22.0,1,3,3,2.3333333333333335,Can't Lose
Bachelor's Degree,Married,83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,37,12,6,Alone,0,1,Millennials,5,1,83.33333333333334,22,2157,98.04545454545455,4,5,5,4.666666666666667,Champions
Master's Degree,Married,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,64,305,8,With_Teens,1,2,Baby_Boomers,4,1,66.66666666666666,23,1526,66.34782608695652,4,5,5,4.666666666666667,Champions
Bachelor's Degree,Together,41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,45,446,4,With_Teens,1,2,Generation_X,0,0,0.0,6,69,11.5,1,1,2,1.3333333333333333,Lost
Bachelor's Degree,Married,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,57,596,11,Alone,0,1,Baby_Boomers,1,1,16.666666666666664,26,1597,61.42307692307692,1,5,5,3.6666666666666665,Can't Lose
High School,Single,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,31,31,5,With_Kids,1,1,Millennials,0,0,0.0,8,64,8.0,3,2,2,2.3333333333333335,Promising
Bachelor's Degree,Together,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,39,593,11,With_Kids,1,2,Millennials,0,0,0.0,18,497,27.61111111111111,2,4,3,3.0,Can't Lose
Bachelor's Degree,Single,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,67,405,5,With_Teens,1,1,Baby_Boomers,0,0,0.0,17,1067,62.76470588235294,2,3,4,3.0,Can't Lose
Bachelor's Degree,Married,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,46,52,5,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,7,31,4.428571428571429,3,2,1,2.0,Promising
Bachelor's Degree,Together,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,49,297,9,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,14,211,15.071428571428571,2,3,3,2.6666666666666665,Can't Lose
Doctorate Degree,Married,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,47,581,11,With_Teens,1,2,Generation_X,2,1,33.33333333333333,25,877,35.08,5,5,4,4.666666666666667,Champions
Bachelor's Degree,Married,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,44,532,1,With_Kids,1,2,Generation_X,0,0,0.0,4,11,2.75,1,1,1,1.0,Lost
Doctorate Degree,Married,92491.0,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,40,424,5,Alone,0,1,Millennials,4,1,66.66666666666666,25,2034,81.36,2,5,5,4.0,Can't Lose
Bachelor's Degree,Single,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,32,197,12,Alone,0,0,Millennials,4,1,66.66666666666666,19,1991,104.78947368421052,4,4,5,4.333333333333333,Champions
Doctorate Degree,Widow,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,61,88,4,Alone,0,0,Baby_Boomers,1,1,16.666666666666664,24,1686,70.25,4,5,5,4.666666666666667,Champions
Doctorate Degree,Single,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,41,152,1,With_Kids,1,1,Generation_X,1,1,16.666666666666664,17,324,19.058823529411764,4,3,3,3.3333333333333335,Champions
Master's Degree,Single,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,44,72,4,With_Kids,1,1,Generation_X,1,1,16.666666666666664,9,69,7.666666666666667,5,2,2,3.0,New
Bachelor's Degree,Together,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,68,608,10,With_Kids_and_Teens,1,3,Baby_Boomers,1,1,16.666666666666664,16,252,15.75,5,3,3,3.6666666666666665,Champions
High School,Single,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,58,538,1,With_Teens,1,1,Baby_Boomers,0,0,0.0,5,54,10.8,2,1,1,1.3333333333333333,Lost
Master's Degree,Together,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,62,478,3,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,27,964,35.7037037037037,3,5,4,4.0,Champions
Bachelor's Degree,Married,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,72,497,2,With_Teens,1,2,Baby_Boomers,0,0,0.0,28,1327,47.392857142857146,2,5,5,4.0,Can't Lose
Doctorate Degree,Together,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,59,98,3,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,7,68,9.714285714285714,4,2,2,2.6666666666666665,New
Bachelor's Degree,Married,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,64,548,12,Alone,0,1,Baby_Boomers,0,0,0.0,5,60,12.0,2,1,2,1.6666666666666667,Lost
Bachelor's Degree,Divorced,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,68,428,4,With_Kids_and_Teens,1,2,Baby_Boomers,1,1,16.666666666666664,5,55,11.0,1,1,2,1.3333333333333333,Lost
Bachelor's Degree,Together,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,57,109,3,Alone,0,1,Baby_Boomers,1,1,16.666666666666664,21,1456,69.33333333333333,4,4,5,4.333333333333333,Champions
Associate's Degree,Single,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,65,419,5,With_Teens,1,1,Baby_Boomers,0,0,0.0,18,563,31.27777777777778,4,4,3,3.6666666666666665,Champions
Bachelor's Degree,Divorced,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,69,496,2,With_Teens,1,1,Baby_Boomers,0,0,0.0,26,1504,57.84615384615385,3,5,5,4.333333333333333,Champions
Bachelor's Degree,Single,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,56,66,4,With_Kids_and_Teens,1,2,Generation_X,0,0,0.0,19,564,29.68421052631579,4,4,3,3.6666666666666665,Champions
Bachelor's Degree,Married,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,60,215,11,Alone,0,1,Baby_Boomers,1,1,16.666666666666664,23,1125,48.91304347826087,2,5,4,3.6666666666666665,Can't Lose
Bachelor's Degree,Married,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,64,36,5,With_Teens,1,2,Baby_Boomers,1,1,16.666666666666664,17,358,21.058823529411764,3,3,3,3.0,Champions
Doctorate Degree,Married,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,52,200,12,With_Kids,1,2,Generation_X,0,0,0.0,5,42,8.4,5,1,1,2.3333333333333335,New
Bachelor's Degree,Together,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,59,66,4,With_Teens,1,2,Baby_Boomers,1,1,16.666666666666664,10,184,18.4,1,2,2,1.6666666666666667,At Risk
Bachelor's Degree,Together,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,40,437,4,With_Kids,1,2,Millennials,0,0,0.0,19,460,24.210526315789473,4,4,3,3.6666666666666665,Champions
Doctorate Degree,Single,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,78,32,5,Alone,0,0,Silent_Generation,1,1,16.666666666666664,8,145,18.125,5,2,2,3.0,New
Bachelor's Degree,Together,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,76,529,1,Alone,0,1,Silent_Generation,1,1,16.666666666666664,25,1376,55.04,5,5,5,5.0,Champions
Doctorate Degree,Divorced,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,54,525,1,With_Teens,1,1,Generation_X,0,0,0.0,23,792,34.43478260869565,1,5,4,3.3333333333333335,Can't Lose
High School,Together,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,76,586,11,Alone,0,1,Silent_Generation,0,0,0.0,4,28,7.0,3,1,1,1.6666666666666667,Promising
Master's Degree,Married,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,77,274,9,Alone,0,1,Silent_Generation,0,0,0.0,24,1033,43.041666666666664,4,5,4,4.333333333333333,Champions
Bachelor's Degree,Divorced,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,54,396,5,With_Teens,1,1,Generation_X,0,0,0.0,23,882,38.34782608695652,1,5,4,3.3333333333333335,Can't Lose
Doctorate Degree,Married,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,74,483,3,Alone,0,1,Baby_Boomers,3,1,50.0,15,2231,148.73333333333332,3,3,5,3.6666666666666665,Champions
Doctorate Degree,Together,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,62,621,10,With_Teens,1,2,Baby_Boomers,2,1,33.33333333333333,19,1101,57.94736842105263,3,4,4,3.6666666666666665,Champions
Bachelor's Degree,Married,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,49,655,9,With_Teens,1,2,Generation_X,0,0,0.0,16,369,23.0625,4,3,3,3.3333333333333335,Champions
Associate's Degree,Single,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,43,122,2,With_Kids,1,1,Generation_X,0,0,0.0,5,48,9.6,5,1,1,2.3333333333333335,New
Doctorate Degree,Widow,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,74,502,2,With_Teens,1,1,Baby_Boomers,2,1,33.33333333333333,19,467,24.57894736842105,3,4,3,3.3333333333333335,Champions
Bachelor's Degree,Widow,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,52,551,12,With_Kids_and_Teens,1,2,Generation_X,0,0,0.0,8,44,5.5,4,2,1,2.3333333333333335,New
High School,Single,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,44,469,3,With_Kids_and_Teens,1,2,Generation_X,0,0,0.0,10,38,3.8,3,2,1,2.0,Promising
Bachelor's Degree,Married,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,55,235,11,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,9,81,9.0,1,2,2,1.6666666666666667,At Risk
Master's Degree,Single,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,52,329,8,With_Kids,1,1,Generation_X,1,1,16.666666666666664,10,167,16.7,5,2,2,3.0,New
Doctorate Degree,Married,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,68,50,5,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,7,45,6.428571428571429,3,2,1,2.0,Promising
Bachelor's Degree,Married,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,51,399,5,With_Kids,1,2,Generation_X,0,0,0.0,21,664,31.61904761904762,2,4,4,3.3333333333333335,Can't Lose
Associate's Degree,Married,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,59,292,9,With_Teens,1,2,Baby_Boomers,0,0,0.0,20,622,31.1,2,4,3,3.0,Can't Lose
Associate's Degree,Divorced,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,44,476,3,With_Kids,1,1,Generation_X,0,0,0.0,7,48,6.857142857142857,3,2,1,2.0,Promising
Bachelor's Degree,Together,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,48,249,10,With_Teens,1,2,Generation_X,0,0,0.0,16,461,28.8125,3,3,3,3.0,Champions
Bachelor's Degree,Married,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,46,313,8,With_Teens,1,2,Generation_X,0,0,0.0,26,1073,41.26923076923077,4,5,4,4.333333333333333,Champions
Associate's Degree,Married,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,37,295,9,With_Kids,1,2,Millennials,0,0,0.0,8,55,6.875,1,2,2,1.6666666666666667,At Risk
Bachelor's Degree,Married,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,67,460,3,With_Teens,1,2,Baby_Boomers,0,0,0.0,26,976,37.53846153846154,2,5,4,3.6666666666666665,Can't Lose
Doctorate Degree,Single,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,43,13,6,With_Kids,1,1,Generation_X,0,0,0.0,5,20,4.0,4,1,1,2.0,New
Bachelor's Degree,Together,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,41,417,5,Alone,0,1,Generation_X,0,0,0.0,17,1149,67.58823529411765,4,3,4,3.6666666666666665,Champions
High School,Married,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,62,14,6,Alone,0,1,Baby_Boomers,0,0,0.0,6,43,7.166666666666667,1,1,1,1.0,Lost
Master's Degree,Married,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,48,252,10,With_Teens,1,2,Generation_X,1,1,16.666666666666664,10,224,22.4,4,2,3,3.0,New
Doctorate Degree,Divorced,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,49,649,9,With_Kids,1,1,Generation_X,1,1,16.666666666666664,9,101,11.222222222222221,5,2,2,3.0,New
Doctorate Degree,Married,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,77,437,4,Alone,0,1,Silent_Generation,0,0,0.0,10,209,20.9,1,2,3,2.0,At Risk
Bachelor's Degree,Single,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,38,632,10,Alone,0,0,Millennials,0,0,0.0,21,968,46.095238095238095,2,4,4,3.3333333333333335,Can't Lose
Doctorate Degree,Together,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,71,386,6,Alone,0,1,Baby_Boomers,0,0,0.0,17,1165,68.52941176470588,3,3,4,3.3333333333333335,Champions
Bachelor's Degree,Married,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,56,103,3,With_Teens,1,2,Generation_X,0,0,0.0,5,24,4.8,3,1,1,1.6666666666666667,Promising
Bachelor's Degree,Together,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,68,608,10,With_Kids_and_Teens,1,3,Baby_Boomers,1,1,16.666666666666664,16,252,15.75,5,3,3,3.6666666666666665,Champions
Bachelor's Degree,Single,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,38,669,8,With_Kids,1,1,Millennials,0,0,0.0,12,165,13.75,1,3,2,2.0,Can't Lose
Doctorate Degree,Married,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,46,624,10,Alone,0,1,Generation_X,0,0,0.0,13,269,20.692307692307693,2,3,3,2.6666666666666665,Can't Lose
Doctorate Degree,Together,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,50,327,8,With_Kids,1,2,Generation_X,0,0,0.0,7,102,14.571428571428571,5,2,2,3.0,New
